"rgn_id","pressure_score"
1,0.471100519294677
2,0.488343825244762
3,0.467836117646838
4,0.602374759800915
5,0.551526596735771
6,0.566571450923843
7,0.550383233505641
8,0.642907925992095
9,0.597218949165819
