"rgn_id","pressure_score"
1,0.249214262565656
2,0.223570543060375
3,0.243225439471686
4,0.224280129602969
5,0.159386992112075
6,0.253140410251797
7,0.154484924308644
8,0.119581957910347
9,0.0679218077406716
