goal,dimension,region_id,score,year
SPP,future,5,91.86,2012
SPP,future,6,91.86,2012
SPP,future,7,91.86,2012
SPP,future,8,91.86,2012
SPP,future,9,91.86,2012
SPP,pressures,1,28.19,2012
SPP,pressures,2,28.19,2012
SPP,pressures,3,28.19,2012
SPP,pressures,4,28.19,2012
SPP,pressures,5,28.19,2012
SPP,pressures,6,28.19,2012
SPP,pressures,7,28.19,2012
SPP,pressures,8,28.19,2012
SPP,pressures,9,28.19,2012
SPP,resilience,1,60.56,2012
SPP,resilience,2,60.56,2012
SPP,resilience,3,60.56,2012
SPP,resilience,4,60.56,2012
SPP,resilience,5,60.56,2012
SPP,resilience,6,60.56,2012
SPP,resilience,7,60.56,2012
SPP,resilience,8,60.56,2012
SPP,resilience,9,60.56,2012
SPP,score,0,91.22,2012
SPP,score,1,91.22,2012
SPP,score,2,91.22,2012
SPP,score,3,91.22,2012
SPP,score,4,91.22,2012
SPP,score,5,91.22,2012
SPP,score,6,91.22,2012
SPP,score,7,91.22,2012
SPP,score,8,91.22,2012
SPP,score,9,91.22,2012
SPP,status,0,90.58,2012
SPP,status,1,90.58,2012
SPP,status,2,90.58,2012
SPP,status,3,90.58,2012
SPP,status,4,90.58,2012
SPP,status,5,90.58,2012
SPP,status,6,90.58,2012
SPP,status,7,90.58,2012
SPP,status,8,90.58,2012
SPP,status,9,90.58,2012
SPP,trend,1,-0.14,2012
SPP,trend,2,-0.14,2012
SPP,trend,3,-0.14,2012
SPP,trend,4,-0.14,2012
SPP,trend,5,-0.14,2012
SPP,trend,6,-0.14,2012
SPP,trend,7,-0.14,2012
SPP,trend,8,-0.14,2012
SPP,trend,9,-0.14,2012
TR,future,0,100,2012
TR,future,1,,2012
TR,future,2,,2012
TR,future,3,,2012
TR,future,4,,2012
TR,future,5,100,2012
TR,future,6,100,2012
TR,future,7,100,2012
TR,future,8,100,2012
TR,future,9,100,2012
TR,pressures,1,35.95,2012
TR,pressures,2,35.95,2012
TR,pressures,3,35.95,2012
TR,pressures,4,35.95,2012
TR,pressures,5,35.95,2012
TR,pressures,6,35.95,2012
TR,pressures,7,35.95,2012
TR,pressures,8,35.95,2012
TR,pressures,9,35.95,2012
TR,resilience,1,40.26,2012
TR,resilience,2,40.26,2012
TR,resilience,3,40.26,2012
TR,resilience,4,40.26,2012
TR,resilience,5,40.26,2012
TR,resilience,6,40.26,2012
TR,resilience,7,40.26,2012
TR,resilience,8,40.26,2012
TR,resilience,9,40.26,2012
TR,score,0,100,2012
TR,score,1,,2012
TR,score,2,,2012
TR,score,3,,2012
TR,score,4,,2012
TR,score,5,100,2012
TR,score,6,100,2012
TR,score,7,100,2012
TR,score,8,100,2012
TR,score,9,100,2012
TR,status,0,100,2012
TR,status,1,,2012
TR,status,2,,2012
TR,status,3,,2012
TR,status,4,,2012
TR,status,5,100,2012
TR,status,6,100,2012
TR,status,7,100,2012
TR,status,8,100,2012
TR,status,9,100,2012
TR,trend,1,,2012
TR,trend,2,,2012
TR,trend,3,,2012
TR,trend,4,,2012
TR,trend,5,0,2012
TR,trend,6,0.05,2012
TR,trend,7,0,2012
TR,trend,8,0,2012
TR,trend,9,0.24,2012
AO,future,0,100,2013
AO,future,1,100,2013
AO,future,2,100,2013
AO,future,3,100,2013
AO,future,4,100,2013
AO,future,5,100,2013
AO,future,6,100,2013
AO,future,7,100,2013
AO,future,8,100,2013
AO,future,9,100,2013
AO,pressures,1,19.55,2013
AO,pressures,2,19.55,2013
AO,pressures,3,19.55,2013
AO,pressures,4,19.55,2013
AO,pressures,5,19.55,2013
AO,pressures,6,19.55,2013
AO,pressures,7,19.55,2013
AO,pressures,8,19.55,2013
AO,pressures,9,19.55,2013
AO,resilience,1,74.28,2013
AO,resilience,2,74.28,2013
AO,resilience,3,74.28,2013
AO,resilience,4,74.28,2013
AO,resilience,5,74.28,2013
AO,resilience,6,74.28,2013
AO,resilience,7,74.28,2013
AO,resilience,8,74.28,2013
AO,resilience,9,74.28,2013
AO,score,0,100,2013
AO,score,1,100,2013
AO,score,2,100,2013
AO,score,3,100,2013
AO,score,4,100,2013
AO,score,5,100,2013
AO,score,6,100,2013
AO,score,7,100,2013
AO,score,8,100,2013
AO,score,9,100,2013
AO,status,0,100,2013
AO,status,1,100,2013
AO,status,2,100,2013
AO,status,3,100,2013
AO,status,4,100,2013
AO,status,5,100,2013
AO,status,6,100,2013
AO,status,7,100,2013
AO,status,8,100,2013
AO,status,9,100,2013
AO,trend,1,0,2013
AO,trend,2,0,2013
AO,trend,3,0,2013
AO,trend,4,0,2013
AO,trend,5,0,2013
AO,trend,6,0,2013
AO,trend,7,0,2013
AO,trend,8,0,2013
AO,trend,9,0,2013
BD,future,0,85.17,2013
BD,future,1,85.17,2013
BD,future,2,85.17,2013
BD,future,3,85.17,2013
BD,future,4,85.17,2013
BD,future,5,85.17,2013
BD,future,6,85.17,2013
BD,future,7,85.17,2013
BD,future,8,85.17,2013
BD,future,9,85.17,2013
BD,pressures,1,,2013
BD,pressures,2,,2013
BD,pressures,3,,2013
BD,pressures,4,,2013
BD,pressures,5,,2013
BD,pressures,6,,2013
BD,pressures,7,,2013
BD,pressures,8,,2013
BD,pressures,9,,2013
BD,resilience,1,,2013
BD,resilience,2,,2013
BD,resilience,3,,2013
BD,resilience,4,,2013
BD,resilience,5,,2013
BD,resilience,6,,2013
BD,resilience,7,,2013
BD,resilience,8,,2013
BD,resilience,9,,2013
BD,score,0,84.34,2013
BD,score,1,84.34,2013
BD,score,2,84.34,2013
BD,score,3,84.34,2013
BD,score,4,84.34,2013
BD,score,5,84.34,2013
BD,score,6,84.34,2013
BD,score,7,84.34,2013
BD,score,8,84.34,2013
BD,score,9,84.34,2013
BD,status,0,83.51,2013
BD,status,1,83.51,2013
BD,status,2,83.51,2013
BD,status,3,83.51,2013
BD,status,4,83.51,2013
BD,status,5,83.51,2013
BD,status,6,83.51,2013
BD,status,7,83.51,2013
BD,status,8,83.51,2013
BD,status,9,83.51,2013
BD,trend,1,-0.17,2013
BD,trend,2,-0.17,2013
BD,trend,3,-0.17,2013
BD,trend,4,-0.17,2013
BD,trend,5,-0.17,2013
BD,trend,6,-0.17,2013
BD,trend,7,-0.17,2013
BD,trend,8,-0.17,2013
BD,trend,9,-0.17,2013
CP,future,0,98.9,2013
CP,future,1,98.9,2013
CP,future,2,98.9,2013
CP,future,3,98.9,2013
CP,future,4,98.9,2013
CP,future,5,98.9,2013
CP,future,6,98.9,2013
CP,future,7,98.9,2013
CP,future,8,98.9,2013
CP,future,9,98.9,2013
CP,pressures,1,23.88,2013
CP,pressures,2,23.88,2013
CP,pressures,3,23.88,2013
CP,pressures,4,23.88,2013
CP,pressures,5,23.88,2013
CP,pressures,6,23.88,2013
CP,pressures,7,23.88,2013
CP,pressures,8,23.88,2013
CP,pressures,9,23.88,2013
CP,resilience,1,74.14,2013
CP,resilience,2,74.14,2013
CP,resilience,3,74.14,2013
CP,resilience,4,74.14,2013
CP,resilience,5,74.14,2013
CP,resilience,6,74.14,2013
CP,resilience,7,74.14,2013
CP,resilience,8,74.14,2013
CP,resilience,9,74.14,2013
CP,score,0,93.59,2013
CP,score,1,93.59,2013
CP,score,2,93.59,2013
CP,score,3,93.59,2013
CP,score,4,93.59,2013
CP,score,5,93.59,2013
CP,score,6,93.59,2013
CP,score,7,93.59,2013
CP,score,8,93.59,2013
CP,score,9,93.59,2013
CP,status,0,88.27,2013
CP,status,1,88.27,2013
CP,status,2,88.27,2013
CP,status,3,88.27,2013
CP,status,4,88.27,2013
CP,status,5,88.27,2013
CP,status,6,88.27,2013
CP,status,7,88.27,2013
CP,status,8,88.27,2013
CP,status,9,88.27,2013
CP,trend,1,-0.07,2013
CP,trend,2,-0.07,2013
CP,trend,3,-0.07,2013
CP,trend,4,-0.07,2013
CP,trend,5,-0.07,2013
CP,trend,6,-0.07,2013
CP,trend,7,-0.07,2013
CP,trend,8,-0.07,2013
CP,trend,9,-0.07,2013
CS,future,0,58.01,2013
CS,future,1,58.01,2013
CS,future,2,58.01,2013
CS,future,3,58.01,2013
CS,future,4,58.01,2013
CS,future,5,58.01,2013
CS,future,6,58.01,2013
CS,future,7,58.01,2013
CS,future,8,58.01,2013
CS,future,9,58.01,2013
CS,pressures,1,26.15,2013
CS,pressures,2,26.15,2013
CS,pressures,3,26.15,2013
CS,pressures,4,26.15,2013
CS,pressures,5,26.15,2013
CS,pressures,6,26.15,2013
CS,pressures,7,26.15,2013
CS,pressures,8,26.15,2013
CS,pressures,9,26.15,2013
CS,resilience,1,51.09,2013
CS,resilience,2,51.09,2013
CS,resilience,3,51.09,2013
CS,resilience,4,51.09,2013
CS,resilience,5,51.09,2013
CS,resilience,6,51.09,2013
CS,resilience,7,51.09,2013
CS,resilience,8,51.09,2013
CS,resilience,9,51.09,2013
CS,score,0,61.87,2013
CS,score,1,61.87,2013
CS,score,2,61.87,2013
CS,score,3,61.87,2013
CS,score,4,61.87,2013
CS,score,5,61.87,2013
CS,score,6,61.87,2013
CS,score,7,61.87,2013
CS,score,8,61.87,2013
CS,score,9,61.87,2013
CS,status,0,65.72,2013
CS,status,1,65.72,2013
CS,status,2,65.72,2013
CS,status,3,65.72,2013
CS,status,4,65.72,2013
CS,status,5,65.72,2013
CS,status,6,65.72,2013
CS,status,7,65.72,2013
CS,status,8,65.72,2013
CS,status,9,65.72,2013
CS,trend,1,-0.3,2013
CS,trend,2,-0.3,2013
CS,trend,3,-0.3,2013
CS,trend,4,-0.3,2013
CS,trend,5,-0.3,2013
CS,trend,6,-0.3,2013
CS,trend,7,-0.3,2013
CS,trend,8,-0.3,2013
CS,trend,9,-0.3,2013
CW,future,0,86.4,2013
CW,future,1,86.4,2013
CW,future,2,86.4,2013
CW,future,3,86.4,2013
CW,future,4,86.4,2013
CW,future,5,86.4,2013
CW,future,6,86.4,2013
CW,future,7,86.4,2013
CW,future,8,86.4,2013
CW,future,9,86.4,2013
CW,pressures,1,52.21,2013
CW,pressures,2,52.21,2013
CW,pressures,3,52.21,2013
CW,pressures,4,52.21,2013
CW,pressures,5,52.21,2013
CW,pressures,6,52.21,2013
CW,pressures,7,52.21,2013
CW,pressures,8,52.21,2013
CW,pressures,9,52.21,2013
CW,resilience,1,40.35,2013
CW,resilience,2,40.35,2013
CW,resilience,3,40.35,2013
CW,resilience,4,40.35,2013
CW,resilience,5,40.35,2013
CW,resilience,6,40.35,2013
CW,resilience,7,40.35,2013
CW,resilience,8,40.35,2013
CW,resilience,9,40.35,2013
CW,score,0,81.75,2013
CW,score,1,81.75,2013
CW,score,2,81.75,2013
CW,score,3,81.75,2013
CW,score,4,81.75,2013
CW,score,5,81.75,2013
CW,score,6,81.75,2013
CW,score,7,81.75,2013
CW,score,8,81.75,2013
CW,score,9,81.75,2013
CW,status,0,77.09,2013
CW,status,1,77.09,2013
CW,status,2,77.09,2013
CW,status,3,77.09,2013
CW,status,4,77.09,2013
CW,status,5,77.09,2013
CW,status,6,77.09,2013
CW,status,7,77.09,2013
CW,status,8,77.09,2013
CW,status,9,77.09,2013
CW,trend,1,0.24,2013
CW,trend,2,0.24,2013
CW,trend,3,0.24,2013
CW,trend,4,0.24,2013
CW,trend,5,0.24,2013
CW,trend,6,0.24,2013
CW,trend,7,0.24,2013
CW,trend,8,0.24,2013
CW,trend,9,0.24,2013
ECO,future,0,90.94,2013
ECO,future,1,,2013
ECO,future,2,,2013
ECO,future,3,,2013
ECO,future,4,,2013
ECO,future,5,98.6,2013
ECO,future,6,100,2013
ECO,future,7,100,2013
ECO,future,8,56.09,2013
ECO,future,9,100,2013
ECO,pressures,1,20.49,2013
ECO,pressures,2,20.49,2013
ECO,pressures,3,20.49,2013
ECO,pressures,4,20.49,2013
ECO,pressures,5,20.49,2013
ECO,pressures,6,20.49,2013
ECO,pressures,7,20.49,2013
ECO,pressures,8,20.49,2013
ECO,pressures,9,20.49,2013
ECO,resilience,1,80.71,2013
ECO,resilience,2,80.71,2013
ECO,resilience,3,80.71,2013
ECO,resilience,4,80.71,2013
ECO,resilience,5,80.71,2013
ECO,resilience,6,80.71,2013
ECO,resilience,7,80.71,2013
ECO,resilience,8,80.71,2013
ECO,resilience,9,80.71,2013
ECO,score,0,90.5,2013
ECO,score,1,,2013
ECO,score,2,,2013
ECO,score,3,,2013
ECO,score,4,,2013
ECO,score,5,93.36,2013
ECO,score,6,97.53,2013
ECO,score,7,100,2013
ECO,score,8,61.62,2013
ECO,score,9,100,2013
ECO,status,0,90.06,2013
ECO,status,1,,2013
ECO,status,2,,2013
ECO,status,3,,2013
ECO,status,4,,2013
ECO,status,5,88.11,2013
ECO,status,6,95.05,2013
ECO,status,7,100,2013
ECO,status,8,67.15,2013
ECO,status,9,100,2013
ECO,trend,1,,2013
ECO,trend,2,,2013
ECO,trend,3,,2013
ECO,trend,4,,2013
ECO,trend,5,-0.12,2013
ECO,trend,6,0.52,2013
ECO,trend,7,0.24,2013
ECO,trend,8,-0.54,2013
ECO,trend,9,1,2013
FIS,future,0,62.7,2013
FIS,future,1,62.7,2013
FIS,future,2,62.7,2013
FIS,future,3,62.7,2013
FIS,future,4,62.7,2013
FIS,future,5,62.7,2013
FIS,future,6,62.7,2013
FIS,future,7,62.7,2013
FIS,future,8,62.7,2013
FIS,future,9,62.7,2013
FIS,pressures,1,25.04,2013
FIS,pressures,2,25.04,2013
FIS,pressures,3,25.04,2013
FIS,pressures,4,25.04,2013
FIS,pressures,5,25.04,2013
FIS,pressures,6,25.04,2013
FIS,pressures,7,25.04,2013
FIS,pressures,8,25.04,2013
FIS,pressures,9,25.04,2013
FIS,resilience,1,76.07,2013
FIS,resilience,2,76.07,2013
FIS,resilience,3,76.07,2013
FIS,resilience,4,76.07,2013
FIS,resilience,5,76.07,2013
FIS,resilience,6,76.07,2013
FIS,resilience,7,76.07,2013
FIS,resilience,8,76.07,2013
FIS,resilience,9,76.07,2013
FIS,score,0,59,2013
FIS,score,1,59,2013
FIS,score,2,59,2013
FIS,score,3,59,2013
FIS,score,4,59,2013
FIS,score,5,59,2013
FIS,score,6,59,2013
FIS,score,7,59,2013
FIS,score,8,59,2013
FIS,score,9,59,2013
FIS,status,0,55.3,2013
FIS,status,1,55.3,2013
FIS,status,2,55.3,2013
FIS,status,3,55.3,2013
FIS,status,4,55.3,2013
FIS,status,5,55.3,2013
FIS,status,6,55.3,2013
FIS,status,7,55.3,2013
FIS,status,8,55.3,2013
FIS,status,9,55.3,2013
FIS,trend,1,-0.05,2013
FIS,trend,2,-0.05,2013
FIS,trend,3,-0.05,2013
FIS,trend,4,-0.05,2013
FIS,trend,5,-0.05,2013
FIS,trend,6,-0.05,2013
FIS,trend,7,-0.05,2013
FIS,trend,8,-0.05,2013
FIS,trend,9,-0.05,2013
FP,future,0,63.61,2013
FP,future,1,63.61,2013
FP,future,2,63.61,2013
FP,future,3,63.61,2013
FP,future,4,63.61,2013
FP,future,5,63.61,2013
FP,future,6,63.61,2013
FP,future,7,63.61,2013
FP,future,8,63.61,2013
FP,future,9,63.61,2013
FP,pressures,1,,2013
FP,pressures,2,,2013
FP,pressures,3,,2013
FP,pressures,4,,2013
FP,pressures,5,,2013
FP,pressures,6,,2013
FP,pressures,7,,2013
FP,pressures,8,,2013
FP,pressures,9,,2013
FP,resilience,1,,2013
FP,resilience,2,,2013
FP,resilience,3,,2013
FP,resilience,4,,2013
FP,resilience,5,,2013
FP,resilience,6,,2013
FP,resilience,7,,2013
FP,resilience,8,,2013
FP,resilience,9,,2013
FP,score,0,59.9,2013
FP,score,1,59.9,2013
FP,score,2,59.9,2013
FP,score,3,59.9,2013
FP,score,4,59.9,2013
FP,score,5,59.9,2013
FP,score,6,59.9,2013
FP,score,7,59.9,2013
FP,score,8,59.9,2013
FP,score,9,59.9,2013
FP,status,0,56.19,2013
FP,status,1,56.19,2013
FP,status,2,56.19,2013
FP,status,3,56.19,2013
FP,status,4,56.19,2013
FP,status,5,56.19,2013
FP,status,6,56.19,2013
FP,status,7,56.19,2013
FP,status,8,56.19,2013
FP,status,9,56.19,2013
FP,trend,1,-0.05,2013
FP,trend,2,-0.05,2013
FP,trend,3,-0.05,2013
FP,trend,4,-0.05,2013
FP,trend,5,-0.05,2013
FP,trend,6,-0.05,2013
FP,trend,7,-0.05,2013
FP,trend,8,-0.05,2013
FP,trend,9,-0.05,2013
HAB,future,0,78.19,2013
HAB,future,1,78.19,2013
HAB,future,2,78.19,2013
HAB,future,3,78.19,2013
HAB,future,4,78.19,2013
HAB,future,5,78.19,2013
HAB,future,6,78.19,2013
HAB,future,7,78.19,2013
HAB,future,8,78.19,2013
HAB,future,9,78.19,2013
HAB,pressures,1,25.03,2013
HAB,pressures,2,25.03,2013
HAB,pressures,3,25.03,2013
HAB,pressures,4,25.03,2013
HAB,pressures,5,25.03,2013
HAB,pressures,6,25.03,2013
HAB,pressures,7,25.03,2013
HAB,pressures,8,25.03,2013
HAB,pressures,9,25.03,2013
HAB,resilience,1,72.34,2013
HAB,resilience,2,72.34,2013
HAB,resilience,3,72.34,2013
HAB,resilience,4,72.34,2013
HAB,resilience,5,72.34,2013
HAB,resilience,6,72.34,2013
HAB,resilience,7,72.34,2013
HAB,resilience,8,72.34,2013
HAB,resilience,9,72.34,2013
HAB,score,0,77.32,2013
HAB,score,1,77.32,2013
HAB,score,2,77.32,2013
HAB,score,3,77.32,2013
HAB,score,4,77.32,2013
HAB,score,5,77.32,2013
HAB,score,6,77.32,2013
HAB,score,7,77.32,2013
HAB,score,8,77.32,2013
HAB,score,9,77.32,2013
HAB,status,0,76.44,2013
HAB,status,1,76.44,2013
HAB,status,2,76.44,2013
HAB,status,3,76.44,2013
HAB,status,4,76.44,2013
HAB,status,5,76.44,2013
HAB,status,6,76.44,2013
HAB,status,7,76.44,2013
HAB,status,8,76.44,2013
HAB,status,9,76.44,2013
HAB,trend,1,-0.2,2013
HAB,trend,2,-0.2,2013
HAB,trend,3,-0.2,2013
HAB,trend,4,-0.2,2013
HAB,trend,5,-0.2,2013
HAB,trend,6,-0.2,2013
HAB,trend,7,-0.2,2013
HAB,trend,8,-0.2,2013
HAB,trend,9,-0.2,2013
ICO,future,0,76.05,2013
ICO,future,1,76.05,2013
ICO,future,2,76.05,2013
ICO,future,3,76.05,2013
ICO,future,4,76.05,2013
ICO,future,5,76.05,2013
ICO,future,6,76.05,2013
ICO,future,7,76.05,2013
ICO,future,8,76.05,2013
ICO,future,9,76.05,2013
ICO,pressures,1,28.86,2013
ICO,pressures,2,28.86,2013
ICO,pressures,3,28.86,2013
ICO,pressures,4,28.86,2013
ICO,pressures,5,28.86,2013
ICO,pressures,6,28.86,2013
ICO,pressures,7,28.86,2013
ICO,pressures,8,28.86,2013
ICO,pressures,9,28.86,2013
ICO,resilience,1,74.04,2013
ICO,resilience,2,74.04,2013
ICO,resilience,3,74.04,2013
ICO,resilience,4,74.04,2013
ICO,resilience,5,74.04,2013
ICO,resilience,6,74.04,2013
ICO,resilience,7,74.04,2013
ICO,resilience,8,74.04,2013
ICO,resilience,9,74.04,2013
ICO,score,0,70.39,2013
ICO,score,1,70.39,2013
ICO,score,2,70.39,2013
ICO,score,3,70.39,2013
ICO,score,4,70.39,2013
ICO,score,5,70.39,2013
ICO,score,6,70.39,2013
ICO,score,7,70.39,2013
ICO,score,8,70.39,2013
ICO,score,9,70.39,2013
ICO,status,0,64.72,2013
ICO,status,1,64.72,2013
ICO,status,2,64.72,2013
ICO,status,3,64.72,2013
ICO,status,4,64.72,2013
ICO,status,5,64.72,2013
ICO,status,6,64.72,2013
ICO,status,7,64.72,2013
ICO,status,8,64.72,2013
ICO,status,9,64.72,2013
ICO,trend,1,0.04,2013
ICO,trend,2,0.04,2013
ICO,trend,3,0.04,2013
ICO,trend,4,0.04,2013
ICO,trend,5,0.04,2013
ICO,trend,6,0.04,2013
ICO,trend,7,0.04,2013
ICO,trend,8,0.04,2013
ICO,trend,9,0.04,2013
Index,future,0,77.98,2013
Index,future,1,75.66,2013
Index,future,2,75.66,2013
Index,future,3,75.66,2013
Index,future,4,75.66,2013
Index,future,5,80.46,2013
Index,future,6,80.53,2013
Index,future,7,80.53,2013
Index,future,8,77.13,2013
Index,future,9,80.53,2013
Index,score,0,75.85,2013
Index,score,1,73.37,2013
Index,score,2,73.37,2013
Index,score,3,73.37,2013
Index,score,4,73.37,2013
Index,score,5,78.13,2013
Index,score,6,78.4,2013
Index,score,7,78.63,2013
Index,score,8,75.59,2013
Index,score,9,78.41,2013
LE,future,0,94.48,2013
LE,future,1,NaN,2013
LE,future,2,NaN,2013
LE,future,3,NaN,2013
LE,future,4,NaN,2013
LE,future,5,99.3,2013
LE,future,6,100,2013
LE,future,7,100,2013
LE,future,8,73.08,2013
LE,future,9,100,2013
LE,pressures,1,,2013
LE,pressures,2,,2013
LE,pressures,3,,2013
LE,pressures,4,,2013
LE,pressures,5,,2013
LE,pressures,6,,2013
LE,pressures,7,,2013
LE,pressures,8,,2013
LE,pressures,9,,2013
LE,resilience,1,,2013
LE,resilience,2,,2013
LE,resilience,3,,2013
LE,resilience,4,,2013
LE,resilience,5,,2013
LE,resilience,6,,2013
LE,resilience,7,,2013
LE,resilience,8,,2013
LE,resilience,9,,2013
LE,score,0,92.6,2013
LE,score,1,NaN,2013
LE,score,2,NaN,2013
LE,score,3,NaN,2013
LE,score,4,NaN,2013
LE,score,5,94.38,2013
LE,score,6,97.07,2013
LE,score,7,99.38,2013
LE,score,8,74.99,2013
LE,score,9,97.19,2013
LE,status,0,90.73,2013
LE,status,1,NaN,2013
LE,status,2,NaN,2013
LE,status,3,NaN,2013
LE,status,4,NaN,2013
LE,status,5,89.46,2013
LE,status,6,94.14,2013
LE,status,7,98.77,2013
LE,status,8,76.89,2013
LE,status,9,94.38,2013
LE,trend,1,NaN,2013
LE,trend,2,NaN,2013
LE,trend,3,NaN,2013
LE,trend,4,NaN,2013
LE,trend,5,-0.09,2013
LE,trend,6,0.23,2013
LE,trend,7,0.17,2013
LE,trend,8,-0.39,2013
LE,trend,9,0.54,2013
LIV,future,0,98.01,2013
LIV,future,1,,2013
LIV,future,2,,2013
LIV,future,3,,2013
LIV,future,4,,2013
LIV,future,5,100,2013
LIV,future,6,100,2013
LIV,future,7,100,2013
LIV,future,8,90.06,2013
LIV,future,9,100,2013
LIV,pressures,1,21.02,2013
LIV,pressures,2,21.02,2013
LIV,pressures,3,21.02,2013
LIV,pressures,4,21.02,2013
LIV,pressures,5,21.02,2013
LIV,pressures,6,21.02,2013
LIV,pressures,7,21.02,2013
LIV,pressures,8,21.02,2013
LIV,pressures,9,21.02,2013
LIV,resilience,1,80.71,2013
LIV,resilience,2,80.71,2013
LIV,resilience,3,80.71,2013
LIV,resilience,4,80.71,2013
LIV,resilience,5,80.71,2013
LIV,resilience,6,80.71,2013
LIV,resilience,7,80.71,2013
LIV,resilience,8,80.71,2013
LIV,resilience,9,80.71,2013
LIV,score,0,94.7,2013
LIV,score,1,,2013
LIV,score,2,,2013
LIV,score,3,,2013
LIV,score,4,,2013
LIV,score,5,95.4,2013
LIV,score,6,96.62,2013
LIV,score,7,98.77,2013
LIV,score,8,88.35,2013
LIV,score,9,94.38,2013
LIV,status,0,91.39,2013
LIV,status,1,,2013
LIV,status,2,,2013
LIV,status,3,,2013
LIV,status,4,,2013
LIV,status,5,90.81,2013
LIV,status,6,93.23,2013
LIV,status,7,97.53,2013
LIV,status,8,86.64,2013
LIV,status,9,88.76,2013
LIV,trend,1,,2013
LIV,trend,2,,2013
LIV,trend,3,,2013
LIV,trend,4,,2013
LIV,trend,5,-0.06,2013
LIV,trend,6,-0.05,2013
LIV,trend,7,0.1,2013
LIV,trend,8,-0.24,2013
LIV,trend,9,0.09,2013
LSP,future,0,78.83,2013
LSP,future,1,78.83,2013
LSP,future,2,78.83,2013
LSP,future,3,78.83,2013
LSP,future,4,78.83,2013
LSP,future,5,78.83,2013
LSP,future,6,78.83,2013
LSP,future,7,78.83,2013
LSP,future,8,78.83,2013
LSP,future,9,78.83,2013
LSP,pressures,1,34.57,2013
LSP,pressures,2,34.57,2013
LSP,pressures,3,34.57,2013
LSP,pressures,4,34.57,2013
LSP,pressures,5,34.57,2013
LSP,pressures,6,34.57,2013
LSP,pressures,7,34.57,2013
LSP,pressures,8,34.57,2013
LSP,pressures,9,34.57,2013
LSP,resilience,1,49.44,2013
LSP,resilience,2,49.44,2013
LSP,resilience,3,49.44,2013
LSP,resilience,4,49.44,2013
LSP,resilience,5,49.44,2013
LSP,resilience,6,49.44,2013
LSP,resilience,7,49.44,2013
LSP,resilience,8,49.44,2013
LSP,resilience,9,49.44,2013
LSP,score,0,75.96,2013
LSP,score,1,75.96,2013
LSP,score,2,75.96,2013
LSP,score,3,75.96,2013
LSP,score,4,75.96,2013
LSP,score,5,75.96,2013
LSP,score,6,75.96,2013
LSP,score,7,75.96,2013
LSP,score,8,75.96,2013
LSP,score,9,75.96,2013
LSP,status,0,73.09,2013
LSP,status,1,73.09,2013
LSP,status,2,73.09,2013
LSP,status,3,73.09,2013
LSP,status,4,73.09,2013
LSP,status,5,73.09,2013
LSP,status,6,73.09,2013
LSP,status,7,73.09,2013
LSP,status,8,73.09,2013
LSP,status,9,73.09,2013
LSP,trend,1,0.04,2013
LSP,trend,2,0.04,2013
LSP,trend,3,0.04,2013
LSP,trend,4,0.04,2013
LSP,trend,5,0.04,2013
LSP,trend,6,0.04,2013
LSP,trend,7,0.04,2013
LSP,trend,8,0.04,2013
LSP,trend,9,0.04,2013
MAR,future,0,98.11,2013
MAR,future,1,98.11,2013
MAR,future,2,98.11,2013
MAR,future,3,98.11,2013
MAR,future,4,98.11,2013
MAR,future,5,98.11,2013
MAR,future,6,98.11,2013
MAR,future,7,98.11,2013
MAR,future,8,98.11,2013
MAR,future,9,98.11,2013
MAR,pressures,1,20.11,2013
MAR,pressures,2,20.11,2013
MAR,pressures,3,20.11,2013
MAR,pressures,4,20.11,2013
MAR,pressures,5,20.11,2013
MAR,pressures,6,20.11,2013
MAR,pressures,7,20.11,2013
MAR,pressures,8,20.11,2013
MAR,pressures,9,20.11,2013
MAR,resilience,1,54.45,2013
MAR,resilience,2,54.45,2013
MAR,resilience,3,54.45,2013
MAR,resilience,4,54.45,2013
MAR,resilience,5,54.45,2013
MAR,resilience,6,54.45,2013
MAR,resilience,7,54.45,2013
MAR,resilience,8,54.45,2013
MAR,resilience,9,54.45,2013
MAR,score,0,94.21,2013
MAR,score,1,94.21,2013
MAR,score,2,94.21,2013
MAR,score,3,94.21,2013
MAR,score,4,94.21,2013
MAR,score,5,94.21,2013
MAR,score,6,94.21,2013
MAR,score,7,94.21,2013
MAR,score,8,94.21,2013
MAR,score,9,94.21,2013
MAR,status,0,90.3,2013
MAR,status,1,90.3,2013
MAR,status,2,90.3,2013
MAR,status,3,90.3,2013
MAR,status,4,90.3,2013
MAR,status,5,90.3,2013
MAR,status,6,90.3,2013
MAR,status,7,90.3,2013
MAR,status,8,90.3,2013
MAR,status,9,90.3,2013
MAR,trend,1,-0.04,2013
MAR,trend,2,-0.04,2013
MAR,trend,3,-0.04,2013
MAR,trend,4,-0.04,2013
MAR,trend,5,-0.04,2013
MAR,trend,6,-0.04,2013
MAR,trend,7,-0.04,2013
MAR,trend,8,-0.04,2013
MAR,trend,9,-0.04,2013
NP,future,0,35.75,2013
NP,future,1,35.75,2013
NP,future,2,35.75,2013
NP,future,3,35.75,2013
NP,future,4,35.75,2013
NP,future,5,35.75,2013
NP,future,6,35.75,2013
NP,future,7,35.75,2013
NP,future,8,35.75,2013
NP,future,9,35.75,2013
NP,pressures,1,16.83,2013
NP,pressures,2,16.83,2013
NP,pressures,3,16.83,2013
NP,pressures,4,16.83,2013
NP,pressures,5,16.83,2013
