"State","County","Year","Beach Id","Beach Name","Beach Status","Reported","Station ID","Activity ID","Action Type","ActionStartDate","ActionEndDate","ActionDuration Days","Percentage oftime beachwas affectedduring open hours","Time affected(in hours)","Time beachis open(in hours)","Action Reasons","Action Indicator","Action Possible Source"
"CT","NEW HAVEN","2016","CT473427","ALTSCHULER BEACH","Active","Y","1CTDPHBM|7900","476145","Closure","28-JUL-16","30-JUL-16","3","0","0","10.5","ELEV_BACT","ENTERO","UNKNOWN"
"CT","NEW HAVEN","2016","CT473427","ALTSCHULER BEACH","Active","Y","1CTDPHBM|7900","476144","Closure","15-AUG-16","17-AUG-16","3","0","0","10.5","ELEV_BACT","ENTERO","UNKNOWN"
"CT","NEW HAVEN","2016","CT473427","ALTSCHULER BEACH","Active","Y","1CTDPHBM|7900","476146","Closure","06-JUN-16","08-JUN-16","3","0","0","10.5","ELEV_BACT","ENTERO","UNKNOWN"
"CT","NEW HAVEN","2013","CT473427","ALTSCHULER BEACH","Active","Y","-","386710","Closure","31-MAY-13","31-MAY-13","1","100","-","10.5","ELEV_BACT","ENTERO","CSO"
"CT","NEW HAVEN","2013","CT473427","ALTSCHULER BEACH","Active","Y","-","446398","Closure","31-MAY-13","31-MAY-13","1","100","-","10.5","ELEV_BACT","ENTERO","CSO"
"CT","NEW HAVEN","2013","CT473427","ALTSCHULER BEACH","Active","Y","-","416342","Closure","31-MAY-13","31-MAY-13","1","100","-","10.5","ELEV_BACT","ENTERO","CSO"
"CT","NEW HAVEN","2012","CT473427","ALTSCHULER BEACH","Active","Y","-","386569","Contamination Advisory","13-JUN-12","15-JUN-12","2","100","-","10.5","ELEV_BACT","ENTERO","STORM"
"CT","NEW HAVEN","2012","CT473427","ALTSCHULER BEACH","Active","Y","-","370535","Contamination Advisory","13-JUN-12","15-JUN-12","2","100","-","10.5","ELEV_BACT","ENTERO","STORM"
"CT","NEW HAVEN","2011","CT473427","ALTSCHULER BEACH","Active","Y","-","352028","Closure","29-AUG-11","31-AUG-11","2","100","-","10.5","ELEV_BACT","ENTERO","STORM"
"CT","NEW HAVEN","2011","CT473427","ALTSCHULER BEACH","Active","Y","-","352027","Closure","15-AUG-11","17-AUG-11","2","100","-","10.5","ELEV_BACT","ENTERO","STORM"
"CT","NEW HAVEN","2011","CT473427","ALTSCHULER BEACH","Active","Y","-","352029","Closure","31-AUG-11","01-SEP-11","1","100","-","10.5","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2016","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","476769","Rain Advisory","06-JUN-16","06-JUN-16","1","100","24","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2016","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","476772","Rain Advisory","29-JUL-16","30-JUL-16","2","100","24","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2016","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","476770","Rain Advisory","05-JUL-16","06-JUL-16","2","100","24","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2016","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","476771","Rain Advisory","26-JUL-16","26-JUL-16","1","100","24","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2016","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","476768","Rain Advisory","30-MAY-16","31-MAY-16","2","100","24","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2015","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","456694","Contamination Advisory","18-JUN-15","01-JUL-15","14","100","-","24","ELEV_BACT","ENTERO","WILDLIFE"
"NY","BRONX","2015","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","456692","Rain Advisory","01-JUN-15","02-JUN-15","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2015","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","456695","Closure","02-JUL-15","08-JUL-15","7","100","-","24","ELEV_BACT","ENTERO","WILDLIFE"
"NY","BRONX","2015","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","456696","Rain Advisory","15-JUL-15","15-JUL-15","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2015","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","456697","Rain Advisory","31-JUL-15","31-JUL-15","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2015","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","456698","Rain Advisory","11-AUG-15","12-AUG-15","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2015","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","456699","Rain Advisory","10-SEP-15","11-SEP-15","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2015","NY617089","AMERICAN TURNERS","Active","Y","21NYBCH|NY617089-01","456693","Contamination Advisory","04-JUN-15","10-JUN-15","7","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2014","NY617089","AMERICAN TURNERS","Active","Y","-","449696","Rain Advisory","22-AUG-14","23-AUG-14","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2014","NY617089","AMERICAN TURNERS","Active","Y","-","449695","Rain Advisory","13-AUG-14","14-AUG-14","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2014","NY617089","AMERICAN TURNERS","Active","Y","-","449694","Rain Advisory","15-JUL-14","16-JUL-14","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2014","NY617089","AMERICAN TURNERS","Active","Y","-","449693","Rain Advisory","03-JUL-14","04-JUL-14","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2014","NY617089","AMERICAN TURNERS","Active","Y","-","449697","Rain Advisory","01-SEP-14","01-SEP-14","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2014","NY617089","AMERICAN TURNERS","Active","Y","-","449691","Contamination Advisory","05-JUN-14","12-JUN-14","8","100","-","24","ELEV_BACT","ENTERO","UNKNOWN"
"NY","BRONX","2014","NY617089","AMERICAN TURNERS","Active","Y","-","449690","Closure","30-MAY-14","04-JUN-14","6","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2014","NY617089","AMERICAN TURNERS","Active","Y","-","449689","Rain Advisory","24-MAY-14","25-MAY-14","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2014","NY617089","AMERICAN TURNERS","Active","Y","-","449692","Contamination Advisory","19-JUN-14","02-JUL-14","14","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385351","Rain Advisory","11-JUN-13","13-JUN-13","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385359","Rain Advisory","03-SEP-13","04-SEP-13","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385358","Rain Advisory","13-AUG-13","15-AUG-13","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385357","Rain Advisory","08-AUG-13","10-AUG-13","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385356","Rain Advisory","02-AUG-13","04-AUG-13","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385355","Rain Advisory","24-JUL-13","25-JUL-13","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385354","Contamination Advisory","04-JUL-13","10-JUL-13","6","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385353","Rain Advisory","01-JUL-13","03-JUL-13","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385352","Rain Advisory","14-JUN-13","16-JUN-13","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385350","Rain Advisory","07-JUN-13","10-JUN-13","3","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2013","NY617089","AMERICAN TURNERS","Active","Y","-","385349","Rain Advisory","03-JUN-13","05-JUN-13","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2012","NY617089","AMERICAN TURNERS","Active","Y","-","392515","Closure","27-JUN-12","29-JUN-12","2","100","-","24","ELEV_BACT","ENTERO","UNKNOWN,WILDLIFE"
"NY","BRONX","2012","NY617089","AMERICAN TURNERS","Active","Y","-","392516","Contamination Advisory","29-JUN-12","04-JUL-12","5","100","-","24","ELEV_BACT","ENTERO","UNKNOWN"
"NY","BRONX","2012","NY617089","AMERICAN TURNERS","Active","Y","-","392517","Rain Advisory","19-JUL-12","20-JUL-12","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2012","NY617089","AMERICAN TURNERS","Active","Y","-","392521","Rain Advisory","08-SEP-12","09-SEP-12","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2012","NY617089","AMERICAN TURNERS","Active","Y","-","392518","Rain Advisory","11-AUG-12","12-AUG-12","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2012","NY617089","AMERICAN TURNERS","Active","Y","-","392519","Rain Advisory","16-AUG-12","17-AUG-12","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2012","NY617089","AMERICAN TURNERS","Active","Y","-","392514","Contamination Advisory","14-JUN-12","27-JUN-12","13","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2012","NY617089","AMERICAN TURNERS","Active","Y","-","392513","Closure","07-JUN-12","14-JUN-12","7","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2012","NY617089","AMERICAN TURNERS","Active","Y","-","392512","Contamination Advisory","26-MAY-12","07-JUN-12","12","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2012","NY617089","AMERICAN TURNERS","Active","Y","-","392520","Rain Advisory","28-AUG-12","29-AUG-12","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353852","Rain Advisory","29-JUL-11","31-JUL-11","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353853","Rain Advisory","10-AUG-11","11-AUG-11","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353855","Rain Advisory","20-AUG-11","21-AUG-11","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353856","Rain Advisory","22-AUG-11","23-AUG-11","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353857","Closure","27-AUG-11","02-SEP-11","6","100","-","24","OTHER,RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353858","Contamination Advisory","08-SEP-11","12-SEP-11","4","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353854","Rain Advisory","14-AUG-11","16-AUG-11","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353851","Rain Advisory","03-JUL-11","05-JUL-11","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353850","Rain Advisory","04-AUG-11","05-AUG-11","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353849","Rain Advisory","17-JUN-11","18-JUN-11","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2011","NY617089","AMERICAN TURNERS","Active","Y","-","353848","Contamination Advisory","28-MAY-11","03-JUN-11","6","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2010","NY617089","AMERICAN TURNERS","Active","Y","-","332548","Rain Advisory","13-JUL-10","16-JUL-10","3","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2010","NY617089","AMERICAN TURNERS","Active","Y","-","332547","Rain Advisory","10-JUN-10","11-JUN-10","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2010","NY617089","AMERICAN TURNERS","Active","Y","-","332544","Rain Advisory","23-AUG-10","25-AUG-10","2","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2010","NY617089","AMERICAN TURNERS","Active","Y","-","332546","Contamination Advisory","04-JUN-10","10-JUN-10","6","100","-","24","ELEV_BACT","ENTERO","CSO,STORM"
"NY","BRONX","2010","NY617089","AMERICAN TURNERS","Active","Y","-","332545","Rain Advisory","25-AUG-10","27-AUG-10","2","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2010","NY617089","AMERICAN TURNERS","Active","Y","-","332549","Rain Advisory","24-JUL-10","25-JUL-10","1","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326526","Contamination Advisory","13-JUN-09","16-JUN-09","4","100","-","24","ELEV_BACT","ENTERO","UNKNOWN"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326534","Rain Advisory","27-JUL-09","28-JUL-09","2","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326524","Rain Advisory","09-JUN-09","10-JUN-09","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326523","Rain Advisory","04-JUN-09","05-JUN-09","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326528","Rain Advisory","19-JUN-09","19-JUN-09","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326529","Rain Advisory","21-JUN-09","22-JUN-09","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326530","Contamination Advisory","25-JUN-09","25-JUN-09","1","100","-","24","ELEV_BACT","ENTERO","UNKNOWN"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326539","Rain Advisory","28-AUG-09","30-AUG-09","3","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326531","Closure","27-JUN-09","01-JUL-09","5","100","-","24","ELEV_BACT","ENTERO","UNKNOWN"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326532","Contamination Advisory","02-JUL-09","15-JUL-09","14","100","-","24","ELEV_BACT","ENTERO","UNKNOWN"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326533","Rain Advisory","21-JUL-09","22-JUL-09","2","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326527","Closure","17-JUN-09","18-JUN-09","2","100","-","24","ELEV_BACT","ENTERO","UNKNOWN"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326538","Rain Advisory","23-AUG-09","23-AUG-09","1","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326537","Rain Advisory","02-AUG-09","03-AUG-09","2","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326536","Rain Advisory","01-AUG-09","01-AUG-09","1","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326535","Rain Advisory","30-JUL-09","30-JUL-09","1","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2009","NY617089","AMERICAN TURNERS","Active","Y","-","326525","Rain Advisory","12-JUN-09","12-JUN-09","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284031","Rain Advisory","06-AUG-08","08-AUG-08","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284030","Rain Advisory","03-AUG-08","05-AUG-08","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284029","Rain Advisory","23-JUL-08","26-JUL-08","3","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284027","Rain Advisory","29-JUN-08","02-JUL-08","3","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284026","Rain Advisory","30-AUG-08","01-SEP-08","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284025","Rain Advisory","15-AUG-08","18-AUG-08","3","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284024","Rain Advisory","11-AUG-08","13-AUG-08","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284023","Rain Advisory","15-JUN-08","17-JUN-08","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284022","Rain Advisory","09-JUN-08","11-JUN-08","2","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284021","Rain Advisory","04-JUN-08","06-JUN-08","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284020","Rain Advisory","01-JUN-08","03-JUN-08","2","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2008","NY617089","AMERICAN TURNERS","Active","Y","-","284028","Rain Advisory","14-JUL-08","16-JUL-08","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264806","Rain Advisory","18-AUG-07","20-AUG-07","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264805","Rain Advisory","08-AUG-07","12-AUG-07","4","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264804","Rain Advisory","23-JUL-07","26-JUL-07","3","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264803","Rain Advisory","04-AUG-07","06-AUG-07","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264802","Rain Advisory","30-JUL-07","01-AUG-07","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","277160","Rain Advisory","20-JUN-07","24-JUN-07","4","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264799","Rain Advisory","05-JUL-07","07-JUL-07","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264798","Rain Advisory","28-JUN-07","01-JUL-07","3","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264795","Rain Advisory","13-JUN-07","15-JUN-07","2","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264794","Rain Advisory","04-JUN-07","06-JUN-07","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264800","Rain Advisory","12-JUL-07","14-JUL-07","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2007","NY617089","AMERICAN TURNERS","Active","Y","-","264801","Rain Advisory","18-JUL-07","21-JUL-07","3","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223498","Rain Advisory","13-JUL-06","14-JUL-06","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223499","Rain Advisory","19-JUL-06","19-JUL-06","1","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223501","Rain Advisory","21-JUL-06","21-JUL-06","1","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223502","Contamination Advisory","22-JUL-06","23-JUL-06","2","100","-","24","SEWAGE","PREEMPT","POTW"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223503","Rain Advisory","11-AUG-06","12-AUG-06","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223504","Closure","24-AUG-06","25-AUG-06","2","100","-","24","SEWAGE","PREEMPT","POTW,SSO"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223505","Rain Advisory","26-AUG-06","30-AUG-06","5","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223506","Contamination Advisory","31-AUG-06","31-AUG-06","1","100","-","24","ELEV_BACT","ENTERO","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223507","Rain Advisory","01-SEP-06","04-SEP-06","4","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223500","Contamination Advisory","20-JUL-06","20-JUL-06","1","100","-","24","SEWAGE","PREEMPT","POTW"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223493","Rain Advisory","02-JUN-06","05-JUN-06","4","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223494","Rain Advisory","07-JUN-06","08-JUN-06","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223495","Rain Advisory","24-JUN-06","26-JUN-06","3","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223496","Rain Advisory","28-JUN-06","01-JUL-06","4","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2006","NY617089","AMERICAN TURNERS","Active","Y","-","223497","Rain Advisory","05-JUL-06","07-JUL-06","3","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197119","Rain Advisory","08-JUL-05","09-JUL-05","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197120","Rain Advisory","17-JUL-05","18-JUL-05","2","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197121","Rain Advisory","05-AUG-05","06-AUG-05","2","100","-","24","RAINFALL","PREEMPT","STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197122","Rain Advisory","15-AUG-05","16-AUG-05","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197123","Contamination Advisory","18-AUG-05","18-AUG-05","1","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197124","Contamination Advisory","18-AUG-05","18-AUG-05","1","100","-","24","ELEV_BACT","ENTERO","STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197114","Rain Advisory","07-JUN-05","08-JUN-05","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197115","Rain Advisory","16-JUN-05","17-JUN-05","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197116","Rain Advisory","27-JUN-05","28-JUN-05","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197117","Rain Advisory","29-JUN-05","30-JUN-05","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","BRONX","2005","NY617089","AMERICAN TURNERS","Active","Y","-","197118","Rain Advisory","06-JUL-05","07-JUL-05","2","100","-","24","RAINFALL","PREEMPT","CSO,STORM"
"NY","WESTCHESTER","2013","NY603669","AMERICAN YACHT CLUB","Active","Y","-","385335","Closure","16-JUL-13","17-JUL-13","2","100","-","24","SEWAGE","PREEMPT","SEWER_LINE"
"NY","WESTCHESTER","2009","NY603669","AMERICAN YACHT CLUB","Active","Y","-","327353","Closure","03-JUN-09","05-JUN-09","2","100","-","24","SEWAGE","PREEMPT","SEWER_LINE"
"CT","NEW HAVEN","2015","CT974464","ANCHOR BEACH (MERWIN POINT) #1","Active","Y","1CTDPHBM|6600","455820","Closure","02-JUL-15","05-JUL-15","4","100","-","10.5","ELEV_BACT","ENTERO","STORM"
"CT","NEW HAVEN","2015","CT974464","ANCHOR BEACH (MERWIN POINT) #1","Active","Y","1CTDPHBM|6600","460446","Closure","02-JUL-15","05-JUL-15","4","100","-","10.5","ELEV_BACT","ENTERO","STORM"
"CT","NEW HAVEN","2011","CT974464","ANCHOR BEACH (MERWIN POINT) #1","Active","Y","-","351866","Closure","29-AUG-11","11-SEP-11","13","100","-","10.5","RAINFALL","PREEMPT","STORM"
"CT","NEW HAVEN","2011","CT974464","ANCHOR BEACH (MERWIN POINT) #1","Active","Y","-","351865","Closure","16-AUG-11","18-AUG-11","2","100","-","10.5","ELEV_BACT","ENTERO","STORM"
