"rgn_id","pressure_score"
1,0.310650681641304
2,0.30507994884027
3,0.333482557322381
4,0.443668277711496
5,0.357920180861822
6,0.403363890415413
7,0.30780095305818
8,0.318283477408923
9,0.212460154881821
