"rgn_id","pressure_score"
1,0.192218565747978
2,0.195194240648786
3,0.206380027739251
4,0.217264236215728
5,0.216985454445088
6,0.282454624027658
7,0.184655962799675
8,0.214136628048814
9,0.214527276482892
