rgn_id,year,pressure_score
1,1958,0.189578510553754
1,1959,0.161168125998598
1,1960,0.196854471927475
1,1961,0.216141526727247
1,1962,0.215907077390895
1,1963,0.186415167037872
1,1964,0.206754554150876
1,1965,0.188974299481323
1,1966,0.186611925549577
1,1967,0.213263425059607
1,1968,0.212671062405448
1,1969,0.208961496668029
1,1970,0.207655715103776
1,1971,0.210788946738077
1,1972,0.19935922812515
1,1973,0.21385385204168
1,1974,0.223800146638546
1,1975,0.245147264257371
1,1976,0.232073326951646
1,1977,0.253752049629628
1,1978,0.251688925052085
1,1979,0.245898906536471
1,1980,0.260435523840434
1,1981,0.255703091886745
1,1982,0.26374321607196
1,1983,0.256462749045241
1,1984,0.257613167673637
1,1985,0.255877856753409
1,1986,0.236537946770938
1,1987,0.230025588125796
1,1988,0.263891844308301
1,1989,0.261184520583132
1,1990,0.290971952638231
1,1991,0.30883965506273803
1,1992,0.317973807781101
1,1993,0.298161449646092
1,1994,0.278520796450072
1,1995,0.301125997759594
1,1996,0.32132867762251
1,1997,0.321452400687164
1,1998,0.311747582505964
1,1999,0.34990142902706
1,2000,0.354301358543076
1,2001,0.307048793286691
1,2002,0.311039163444474
1,2003,0.323693266180695
1,2004,0.317617415658026
1,2005,0.31648991492739
1,2006,0.328500084278312
1,2007,0.334463622568353
1,2008,0.395358606317288
1,2009,0.337739327780903
1,2010,0.390519839827747
1,2011,0.361745453412383
1,2012,0.3814025236309
1,2013,0.377347322864965
1,2014,0.3693870255398
1,2015,0.358131652656169
1,2016,0.376794366611347
1,2017,0.343770896895969
1,2018,0.344468846173865
1,2019,0.352692291996897
1,2020,0.358472614340933
2,1958,0.189578510553754
2,1959,0.161168125998598
2,1960,0.196854471927475
2,1961,0.216141526727247
2,1962,0.215907077390895
2,1963,0.186415167037872
2,1964,0.206754554150876
2,1965,0.188974299481323
2,1966,0.186611925549577
2,1967,0.213263425059607
2,1968,0.212671062405448
2,1969,0.208961496668029
2,1970,0.207655715103776
2,1971,0.210788946738077
2,1972,0.19935922812515
2,1973,0.21385385204168
2,1974,0.223800146638546
2,1975,0.245147264257371
2,1976,0.232073326951646
2,1977,0.253752049629628
2,1978,0.251688925052085
2,1979,0.245898906536471
2,1980,0.260435523840434
2,1981,0.255703091886745
2,1982,0.26374321607196
2,1983,0.256462749045241
2,1984,0.257613167673637
2,1985,0.255877856753409
2,1986,0.236537946770938
2,1987,0.230025588125796
2,1988,0.263891844308301
2,1989,0.261184520583132
2,1990,0.290971952638231
2,1991,0.30883965506273803
2,1992,0.317973807781101
2,1993,0.298161449646092
2,1994,0.278520796450072
2,1995,0.301125997759594
2,1996,0.32132867762251
2,1997,0.321452400687164
2,1998,0.311747582505964
2,1999,0.34990142902706
2,2000,0.354301358543076
2,2001,0.307048793286691
2,2002,0.311039163444474
2,2003,0.323693266180695
2,2004,0.317617415658026
2,2005,0.31648991492739
2,2006,0.328500084278312
2,2007,0.334463622568353
2,2008,0.395358606317288
2,2009,0.337739327780903
2,2010,0.390519839827747
2,2011,0.361745453412383
2,2012,0.3814025236309
2,2013,0.377347322864965
2,2014,0.3693870255398
2,2015,0.358131652656169
2,2016,0.376794366611347
2,2017,0.343770896895969
2,2018,0.344468846173865
2,2019,0.352692291996897
2,2020,0.358472614340933
3,1958,0.189578510553754
3,1959,0.161168125998598
3,1960,0.196854471927475
3,1961,0.216141526727247
3,1962,0.215907077390895
3,1963,0.186415167037872
3,1964,0.206754554150876
3,1965,0.188974299481323
3,1966,0.186611925549577
3,1967,0.213263425059607
3,1968,0.212671062405448
3,1969,0.208961496668029
3,1970,0.207655715103776
3,1971,0.210788946738077
3,1972,0.19935922812515
3,1973,0.21385385204168
3,1974,0.223800146638546
3,1975,0.245147264257371
3,1976,0.232073326951646
3,1977,0.253752049629628
3,1978,0.251688925052085
3,1979,0.245898906536471
3,1980,0.260435523840434
3,1981,0.255703091886745
3,1982,0.26374321607196
3,1983,0.256462749045241
3,1984,0.257613167673637
3,1985,0.255877856753409
3,1986,0.236537946770938
3,1987,0.230025588125796
3,1988,0.263891844308301
3,1989,0.261184520583132
3,1990,0.290971952638231
3,1991,0.30883965506273803
3,1992,0.317973807781101
3,1993,0.298161449646092
3,1994,0.278520796450072
3,1995,0.301125997759594
3,1996,0.32132867762251
3,1997,0.321452400687164
3,1998,0.311747582505964
3,1999,0.34990142902706
3,2000,0.354301358543076
3,2001,0.307048793286691
3,2002,0.311039163444474
3,2003,0.323693266180695
3,2004,0.317617415658026
3,2005,0.31648991492739
3,2006,0.328500084278312
3,2007,0.334463622568353
3,2008,0.395358606317288
3,2009,0.337739327780903
3,2010,0.390519839827747
3,2011,0.361745453412383
3,2012,0.3814025236309
3,2013,0.377347322864965
3,2014,0.3693870255398
3,2015,0.358131652656169
3,2016,0.376794366611347
3,2017,0.343770896895969
3,2018,0.344468846173865
3,2019,0.352692291996897
3,2020,0.358472614340933
4,1958,0.189578510553754
4,1959,0.161168125998598
4,1960,0.196854471927475
4,1961,0.216141526727247
4,1962,0.215907077390895
4,1963,0.186415167037872
4,1964,0.206754554150876
4,1965,0.188974299481323
4,1966,0.186611925549577
4,1967,0.213263425059607
4,1968,0.212671062405448
4,1969,0.208961496668029
4,1970,0.207655715103776
4,1971,0.210788946738077
4,1972,0.19935922812515
4,1973,0.21385385204168
4,1974,0.223800146638546
4,1975,0.245147264257371
4,1976,0.232073326951646
4,1977,0.253752049629628
4,1978,0.251688925052085
4,1979,0.245898906536471
4,1980,0.260435523840434
4,1981,0.255703091886745
4,1982,0.26374321607196
