rgn_id,score
1,-0.13822106323341923
2,-0.13822106323341923
3,-0.13822106323341923
4,-0.13822106323341923
5,-0.13822106323341923
6,-0.13822106323341923
7,-0.13822106323341923
8,-0.13822106323341923
9,-0.13822106323341923
