rgn_id,habitat,year,km2
1,soft_bottom,2012,1992818.61309837
2,soft_bottom,2012,1992818.61309837
3,soft_bottom,2012,1992818.61309837
4,soft_bottom,2012,1992818.61309837
5,soft_bottom,2012,1992818.61309837
6,soft_bottom,2012,1992818.61309837
7,soft_bottom,2012,1992818.61309837
8,soft_bottom,2012,1992818.61309837
9,soft_bottom,2012,1992818.61309837
