rgn_id,stock_id,year,bbmsy
1,Thunnus_albacares-67,2002,1.38
1,Thunnus_albacares-67,2003,1.05
1,Thunnus_albacares-67,2004,0.947
1,Thunnus_albacares-67,2005,0.675
1,Thunnus_albacares-67,2006,0.698
1,Thunnus_albacares-67,2007,0.966
1,Thunnus_albacares-67,2008,1.35
1,Thunnus_albacares-67,2009,1.02
1,Thunnus_albacares-67,2010,0.713
1,Thunnus_albacares-77,2001,2.12
1,Thunnus_albacares-77,2002,1.38
1,Thunnus_albacares-77,2003,1.05
1,Thunnus_albacares-77,2004,0.947
1,Thunnus_albacares-77,2005,0.675
1,Thunnus_albacares-77,2006,0.698
1,Thunnus_albacares-77,2007,0.966
1,Thunnus_albacares-77,2008,1.35
1,Thunnus_albacares-77,2009,1.02
1,Thunnus_albacares-77,2010,0.713
1,Thunnus_atlanticus-31,2001,1.15433087771223
1,Thunnus_atlanticus-31,2002,1.10681137244812
1,Thunnus_atlanticus-31,2003,1.06768747156068
1,Thunnus_atlanticus-31,2004,0.989720886513214
1,Thunnus_atlanticus-31,2005,0.886132002714948
1,Thunnus_atlanticus-31,2006,0.806743235931292
1,Thunnus_atlanticus-31,2007,0.763771582261105
1,Thunnus_atlanticus-31,2008,0.705147517552614
1,Thunnus_atlanticus-31,2009,0.643343961310524
1,Thunnus_atlanticus-31,2010,0.599751841988199
1,Thunnus_obesus-21,2001,0.82
1,Thunnus_obesus-21,2002,0.81
1,Thunnus_obesus-21,2003,0.85
1,Thunnus_obesus-21,2004,0.85
1,Thunnus_obesus-21,2005,0.85
1,Thunnus_obesus-21,2006,0.9
1,Thunnus_obesus-21,2007,0.94
1,Thunnus_obesus-21,2008,0.97
1,Thunnus_obesus-21,2009,1.01
1,Thunnus_obesus-21,2010,1.02
1,Thunnus_obesus-31,2001,0.82
1,Thunnus_obesus-31,2002,0.81
1,Thunnus_obesus-31,2003,0.85
1,Thunnus_obesus-31,2004,0.85
1,Thunnus_obesus-31,2005,0.85
1,Thunnus_obesus-31,2006,0.9
1,Thunnus_obesus-31,2007,0.94
1,Thunnus_obesus-31,2008,0.97
1,Thunnus_obesus-31,2009,1.01
1,Thunnus_obesus-31,2010,1.02
1,Thunnus_obesus-61,2001,0.588733658237871
1,Thunnus_obesus-61,2002,0.549948118672608
1,Thunnus_obesus-61,2003,0.515462464924795
1,Thunnus_obesus-61,2004,0.48997818270694
1,Thunnus_obesus-61,2005,0.470569199179635
1,Thunnus_obesus-61,2006,0.456991940367222
1,Thunnus_obesus-61,2007,0.450719949783065
1,Thunnus_obesus-61,2008,0.445614021604321
1,Thunnus_obesus-61,2009,0.442278181286435
1,Thunnus_obesus-61,2010,0.442061977175228
1,Thunnus_obesus-67,2001,1.55
1,Thunnus_obesus-67,2002,1.14
1,Thunnus_obesus-67,2003,0.835
1,Thunnus_obesus-67,2004,0.759
1,Thunnus_obesus-67,2005,0.906
1,Thunnus_obesus-67,2006,1.03
1,Thunnus_obesus-67,2007,1.05
1,Thunnus_obesus-67,2008,1.08
1,Thunnus_obesus-67,2009,1.23
1,Thunnus_obesus-67,2010,1.24
1,Thunnus_obesus-77,2001,1.55
1,Thunnus_obesus-77,2002,1.14
1,Thunnus_obesus-77,2003,0.835
1,Thunnus_obesus-77,2004,0.759
1,Thunnus_obesus-77,2005,0.906
1,Thunnus_obesus-77,2006,1.03
1,Thunnus_obesus-77,2007,1.05
1,Thunnus_obesus-77,2008,1.08
1,Thunnus_obesus-77,2009,1.23
1,Thunnus_obesus-77,2010,1.24
1,Thunnus_thynnus-21,2001,0.38
1,Thunnus_thynnus-21,2002,0.37
1,Thunnus_thynnus-21,2003,0.35
1,Thunnus_thynnus-21,2004,0.36
1,Thunnus_thynnus-21,2005,0.38
1,Thunnus_thynnus-21,2006,0.38
1,Thunnus_thynnus-21,2007,0.4
1,Thunnus_thynnus-21,2008,0.41
1,Thunnus_thynnus-21,2009,0.41
1,Thunnus_thynnus-21,2010,0.465467693508426
1,Thunnus_thynnus-31,2001,0.38
1,Thunnus_thynnus-31,2002,0.37
1,Thunnus_thynnus-31,2003,0.35
1,Thunnus_thynnus-31,2004,0.36
1,Thunnus_thynnus-31,2005,0.38
1,Thunnus_thynnus-31,2006,0.38
1,Thunnus_thynnus-31,2007,0.4
1,Thunnus_thynnus-31,2008,0.41
1,Thunnus_thynnus-31,2009,0.41
1,Elops_saurus-31,2001,1.24838875110366
1,Elops_saurus-31,2002,1.31658557437112
1,Elops_saurus-31,2003,1.37412373558068
1,Elops_saurus-31,2004,1.45271056211278
1,Elops_saurus-31,2005,1.45987650390581
1,Elops_saurus-31,2006,1.41831903018596
1,Elops_saurus-31,2007,1.35080027373358
1,Elops_saurus-31,2008,1.28019180881102
1,Elops_saurus-31,2009,1.20357873347926
1,Elops_saurus-31,2010,1.15727853708725
1,Lutjanus_synagris-31,2001,0.542922693458886
1,Lutjanus_synagris-31,2002,0.514841046130106
1,Lutjanus_synagris-31,2003,0.496218658575891
1,Lutjanus_synagris-31,2004,0.485002707092018
1,Lutjanus_synagris-31,2005,0.480320016591601
1,Lutjanus_synagris-31,2006,0.476370134502604
1,Lutjanus_synagris-31,2007,0.47351313641309
1,Lutjanus_synagris-31,2008,0.473734469795042
1,Lutjanus_synagris-31,2009,0.476910440945454
1,Lutjanus_synagris-31,2010,0.478746913566334
1,Ocyurus_chrysurus-31,2001,1.21796264167819
1,Ocyurus_chrysurus-31,2002,1.22839418203875
1,Ocyurus_chrysurus-31,2003,1.24442592358462
1,Ocyurus_chrysurus-31,2004,1.25916005623089
1,Ocyurus_chrysurus-31,2005,1.2718656671014
1,Ocyurus_chrysurus-31,2006,1.27632957353665
1,Ocyurus_chrysurus-31,2007,1.27473233126029
1,Ocyurus_chrysurus-31,2008,1.25893550495106
1,Ocyurus_chrysurus-31,2009,1.23295477958293
1,Ocyurus_chrysurus-31,2010,1.2065384624532
1,Rhomboplites_aurorubens-31,2001,1.31
1,Rhomboplites_aurorubens-31,2002,1.26
1,Rhomboplites_aurorubens-31,2003,1.14
1,Rhomboplites_aurorubens-31,2004,1.09
1,Rhomboplites_aurorubens-31,2005,1.01
1,Rhomboplites_aurorubens-31,2006,0.952
1,Rhomboplites_aurorubens-31,2007,0.899
1,Rhomboplites_aurorubens-31,2008,0.801
1,Rhomboplites_aurorubens-31,2009,1.10456102260673
1,Rhomboplites_aurorubens-31,2010,1.05467972398368
1,Makaira_nigricans-21,2001,0.71
1,Makaira_nigricans-21,2002,0.66
1,Makaira_nigricans-21,2003,0.65
1,Makaira_nigricans-21,2004,0.6
1,Makaira_nigricans-21,2005,0.62
1,Makaira_nigricans-21,2006,0.62
1,Makaira_nigricans-21,2007,0.64
1,Makaira_nigricans-21,2008,0.6
1,Makaira_nigricans-21,2009,0.55
1,Makaira_nigricans-21,2010,0.55
1,Makaira_nigricans-31,2001,0.71
1,Makaira_nigricans-31,2002,0.66
1,Makaira_nigricans-31,2003,0.65
1,Makaira_nigricans-31,2004,0.6
1,Makaira_nigricans-31,2005,0.62
1,Makaira_nigricans-31,2006,0.62
1,Makaira_nigricans-31,2007,0.64
1,Makaira_nigricans-31,2008,0.6
1,Makaira_nigricans-31,2009,0.55
1,Makaira_nigricans-31,2010,0.55
1,Makaira_mazara-61,2001,0.985267969195543
1,Makaira_mazara-61,2002,0.997290976517468
1,Makaira_mazara-61,2003,1.00903229836326
1,Makaira_mazara-61,2004,0.967475891321069
1,Makaira_mazara-61,2005,0.88216710808483
1,Makaira_mazara-61,2006,0.780625399787864
1,Makaira_mazara-61,2007,0.669000533099064
1,Makaira_mazara-61,2008,0.551014921475304
1,Makaira_mazara-61,2009,0.484749302819599
1,Makaira_mazara-61,2010,0.458555709412936
1,Makaira_mazara-77,2001,0.831047662838482
1,Makaira_mazara-77,2002,0.789145248943491
1,Makaira_mazara-77,2003,0.728032688073422
1,Makaira_mazara-77,2004,0.66775007512746
1,Makaira_mazara-77,2005,0.603681344559793
1,Makaira_mazara-77,2006,0.54720617129238
1,Makaira_mazara-77,2007,0.499196664600141
1,Makaira_mazara-77,2008,0.475249202985175
1,Makaira_mazara-77,2009,0.464636423511307
1,Makaira_mazara-77,2010,0.460497165360524
1,Kajikia_albida-31,2001,0.39
1,Kajikia_albida-31,2002,0.37
1,Kajikia_albida-31,2003,0.38
1,Kajikia_albida-31,2004,0.4
1,Kajikia_albida-31,2005,0.41
1,Kajikia_albida-31,2006,0.41
1,Kajikia_albida-31,2007,0.43
1,Kajikia_albida-31,2008,0.42
1,Kajikia_albida-31,2009,0.4
1,Kajikia_albida-31,2010,0.4
1,Kajikia_audax-61,2001,0.33
1,Kajikia_audax-61,2002,0.4
1,Kajikia_audax-61,2003,0.49
1,Kajikia_audax-61,2004,0.64
1,Kajikia_audax-61,2005,0.74
1,Kajikia_audax-61,2006,0.73
1,Kajikia_audax-61,2007,0.67
1,Kajikia_audax-61,2008,0.6
1,Kajikia_audax-61,2009,0.41
1,Kajikia_audax-61,2010,0.35
1,Kajikia_audax-77,2001,1.06
