rgn_id,score
1,0.9110904877668523
2,0.9110904877668523
3,0.9110904877668523
4,0.9110904877668523
5,0.9110904877668523
6,0.9110904877668523
7,0.9110904877668523
8,0.9110904877668523
9,0.9110904877668523
