rgn_id,sciname,iucn_sid,year,category
1,Dermochelys coriacea,46967817,2004.0,CR
1,Dermochelys coriacea,46967827,2004.0,LC
1,Eretmochelys imbricata,8005,2004.0,CR
1,Eschrichtius robustus,8097,2004.0,CD
1,Eubalaena glacialis,41712,2004.0,EN
1,Eubalaena japonica,41711,2004.0,EN
1,Eubalaena japonica,133706,2004.0,CR
1,Galeocerdo cuvier,39378,2004.0,NT
1,Isurus oxyrinchus,39341,2004.0,NT
1,Isurus oxyrinchus,161749,2004.0,VU
1,Isurus oxyrinchus,161751,2004.0,NT
1,Isurus paucus,60225,2004.0,VU
1,Lamna nasus,11200,2004.0,NT
1,Lamna nasus,39344,2004.0,CD
1,Lepidochelys kempii,11533,2004.0,CR
1,Lepidochelys olivacea,11534,2004.0,EN
1,Megachasma pelagios,39338,2004.0,LC
1,Megaptera novaeangliae,13006,2004.0,VU
1,Prionace glauca,39381,2004.0,NT
1,Rhincodon typus,19488,2004.0,VU
1,Steno bredanensis,20738,2004.0,LC
1,Triaenodon obesus,39384,2004.0,NT
1,Ursus maritimus,22823,2004.0,CD
1,Alopias vulpinus,39339,2003.0,VU
1,Balaena mysticetus,2467,2003.0,CD
1,Balaena mysticetus,2468,2003.0,CD
1,Balaenoptera acutorostrata,2474,2003.0,NT
1,Balaenoptera borealis,2475,2003.0,EN
1,Balaenoptera musculus,2477,2003.0,EN
1,Balaenoptera physalus,2478,2003.0,EN
1,Carcharhinus amblyrhynchos,39365,2003.0,NT
1,Carcharhinus perezi,60217,2003.0,NT
1,Carcharodon carcharias,3855,2003.0,VU
1,Caretta caretta,3897,2003.0,EN
1,Caretta caretta,83652278,2003.0,LC
1,Caretta caretta,84131194,2003.0,LC
1,Cetorhinus maximus,4292,2003.0,VU
1,Cetorhinus maximus,39545,2003.0,EN
1,Chelonia mydas,4615,2003.0,EN
1,Chelonia mydas,16285718,2003.0,LC
1,Dermochelys coriacea,6494,2003.0,CR
1,Dermochelys coriacea,46967807,2003.0,CR
1,Dermochelys coriacea,46967817,2003.0,CR
1,Dermochelys coriacea,46967827,2003.0,LC
1,Eretmochelys imbricata,8005,2003.0,CR
1,Eschrichtius robustus,8097,2003.0,CD
1,Eubalaena glacialis,41712,2003.0,EN
1,Eubalaena japonica,41711,2003.0,EN
1,Eubalaena japonica,133706,2003.0,CR
1,Galeocerdo cuvier,39378,2003.0,NT
1,Isurus oxyrinchus,39341,2003.0,NT
1,Isurus oxyrinchus,161749,2003.0,VU
1,Isurus oxyrinchus,161751,2003.0,NT
1,Isurus paucus,60225,2003.0,VU
1,Lamna nasus,11200,2003.0,NT
1,Lamna nasus,39344,2003.0,CD
1,Lepidochelys kempii,11533,2003.0,CR
1,Lepidochelys olivacea,11534,2003.0,EN
1,Megachasma pelagios,39338,2003.0,LC
1,Megaptera novaeangliae,13006,2003.0,VU
1,Prionace glauca,39381,2003.0,NT
1,Rhincodon typus,19488,2003.0,VU
1,Steno bredanensis,20738,2003.0,LC
1,Triaenodon obesus,39384,2003.0,NT
