"","year","us_job_growth"
"1",2001,NA
"2",2002,0.989186004174773
"3",2003,0.996583649603659
"4",2004,1.01159935370973
"5",2005,1.01774040345371
"6",2006,1.01719376069413
"7",2007,1.01144906302243
"8",2008,0.995859768618889
"9",2009,0.954024059182857
"10",2010,0.993877511761686
"11",2011,1.01244443357503
"12",2012,1.01765909638582
"13",2013,1.01725222845536
"14",2014,1.01974476315816
"15",2015,1.02106737404178
"16",2016,1.01705024038742
