rgn_id,resilience.score
1,0.4444444444445
2,0.4444444444445
3,0.4444444444445
4,0.4444444444445
5,0.4444444444445
6,0.4444444444445
7,0.4444444444445
8,0.4444444444445
9,0.4444444444445
